,Target Coffee,Target Milk Coffee,Target Cocoa,Target Tee,Target Coffee Time,Student Price Coffee,Worker Price Coffee,Guest Price Coffee,Student Price Milk Coffee,Worker Price Milk Coffee,Guest Price Milk Coffee,Student Price Cocoa,Worker Price Milk Cocoa,Guest Price Milk Cocoa,Student Price Tee,Worker Price Tee,Guest Price Tee,Student Price Coffee Time,Worker Price Coffee Time,Guest Price Coffee Time,Student Tax,Worker Tax,Guest Tax,Week,Year,x0_Friday,x0_Monday,x0_Saturday,x0_Sunday,x0_Thursday,x0_Tuesday,x0_Wednesday,x0_April,x0_August,x0_December,x0_February,x0_January,x0_July,x0_June,x0_March,x0_May,x0_November,x0_October,x0_September
2022-10-03,0.0,0.0,0.0,0.0,0.0,1.1,1.27,1.17,1.62,1.54,1.54,1.1,2.34,1.17,0.6,0.65,0.65,0.95,3.93,1.87,0.0,0.07,0.07,40.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-04,102.0,29.0,6.0,0.0,19.0,1.25,1.05,1.26,1.56,0.89,1.78,1.2,0.0,1.26,0.6,0.0,0.65,0.95,0.73,1.87,0.0,0.07,0.07,40.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-05,92.0,45.0,6.0,4.0,28.0,1.18,1.49,1.26,1.83,1.98,1.78,0.6,1.26,1.26,0.42,0.75,0.65,2.19,2.2,1.87,0.0,0.07,0.07,40.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-06,95.0,69.0,3.0,1.0,23.0,1.23,1.26,1.26,1.7,1.78,1.78,0.72,1.26,1.26,0.7,0.75,0.65,2.2,2.2,1.87,0.0,0.07,0.07,40.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-07,75.0,38.0,4.0,5.0,18.0,1.18,1.26,1.26,1.76,1.78,1.78,1.2,1.26,1.26,0.88,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,40.0,2022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-08,0.0,0.0,0.0,0.0,0.0,1.18,1.26,1.26,1.76,1.78,1.78,1.2,1.26,1.26,0.88,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,40.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-09,0.0,0.0,0.0,0.0,0.0,1.18,1.26,1.26,1.76,1.78,1.78,1.2,1.26,1.26,0.88,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,40.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-10,88.0,62.0,10.0,6.0,30.0,1.15,1.26,1.26,1.82,1.98,2.66,1.2,1.26,1.26,0.7,0.75,0.65,2.18,2.2,1.87,0.0,0.07,0.07,41.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-11,115.0,49.0,7.0,7.0,34.0,1.26,1.19,1.4,1.7,2.44,1.78,1.2,1.26,1.26,0.54,0.75,0.65,2.24,2.2,1.87,0.0,0.07,0.07,41.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-12,105.0,55.0,7.0,5.0,37.0,1.17,1.26,1.26,1.62,1.78,1.78,1.2,1.26,1.26,0.7,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,41.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-13,115.0,59.0,7.0,5.0,24.0,1.32,1.26,1.89,1.7,2.19,1.78,1.8,1.26,1.26,0.7,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,41.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-14,76.0,41.0,3.0,6.0,18.0,1.2,1.05,1.26,1.7,1.78,1.78,1.2,1.26,1.26,0.7,0.75,0.65,2.25,2.2,1.87,0.0,0.07,0.07,41.0,2022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-15,0.0,0.0,0.0,0.0,0.0,1.2,1.05,1.26,1.7,1.78,1.78,1.2,1.26,1.26,0.7,0.75,0.65,2.25,2.2,1.87,0.0,0.07,0.07,41.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-16,0.0,0.0,0.0,0.0,0.0,1.2,1.05,1.26,1.7,1.78,1.78,1.2,1.26,1.26,0.7,0.75,0.65,2.25,2.2,1.87,0.0,0.07,0.07,41.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-17,154.0,115.0,14.0,10.0,48.0,1.19,1.45,1.26,1.67,2.03,2.22,1.2,1.26,1.26,0.7,0.75,0.65,2.0,2.2,1.87,0.0,0.07,0.07,42.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-18,134.0,104.0,15.0,13.0,64.0,1.16,1.32,1.26,1.63,1.93,1.78,1.2,1.26,1.26,0.7,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,42.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-19,137.0,96.0,10.0,7.0,69.0,1.19,1.04,1.51,1.62,1.78,2.66,1.33,1.26,1.26,0.42,0.75,0.65,2.29,2.2,1.87,0.0,0.07,0.07,42.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-20,134.0,86.0,18.0,11.0,60.0,1.27,1.07,1.07,1.7,2.37,2.22,1.2,1.26,1.26,0.59,0.75,0.65,2.14,2.2,1.87,0.0,0.07,0.07,42.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-21,90.0,61.0,6.0,8.0,25.0,1.27,1.26,1.26,1.66,1.78,2.22,1.2,1.26,1.26,0.7,0.75,0.65,1.94,2.2,1.87,0.0,0.07,0.07,42.0,2022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-22,0.0,0.0,0.0,0.0,0.0,1.27,1.26,1.26,1.66,1.78,2.22,1.2,1.26,1.26,0.7,0.75,0.65,1.94,2.2,1.87,0.0,0.07,0.07,42.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-23,0.0,0.0,0.0,0.0,0.0,1.27,1.26,1.26,1.66,1.78,2.22,1.2,1.26,1.26,0.7,0.75,0.65,1.94,2.2,1.87,0.0,0.07,0.07,42.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-24,147.0,79.0,17.0,14.0,87.0,1.23,1.26,1.26,1.61,1.78,0.59,1.2,1.26,1.26,0.7,0.75,0.65,2.32,2.2,1.87,0.0,0.07,0.07,43.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-25,150.0,109.0,18.0,12.0,75.0,1.24,1.31,0.94,1.58,1.56,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.22,2.2,1.87,0.0,0.07,0.07,43.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-26,147.0,86.0,16.0,13.0,63.0,1.18,1.31,1.26,1.65,1.65,1.78,1.28,1.26,0.0,0.7,0.75,0.65,2.03,2.2,1.87,0.0,0.07,0.07,43.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-27,144.0,96.0,16.0,12.0,56.0,1.21,1.05,1.26,1.77,1.98,2.37,1.28,1.26,0.0,0.7,0.75,0.65,2.26,2.2,1.87,0.0,0.07,0.07,43.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-28,93.0,53.0,8.0,3.0,34.0,1.2,1.26,1.26,1.75,1.93,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.17,2.2,1.87,0.0,0.07,0.07,43.0,2022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-29,0.0,0.0,0.0,0.0,0.0,1.2,1.26,1.26,1.75,1.93,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.17,2.2,1.87,0.0,0.07,0.07,43.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-30,0.0,0.0,0.0,0.0,0.0,1.2,1.26,1.26,1.75,1.93,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.17,2.2,1.87,0.0,0.07,0.07,43.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-31,146.0,79.0,7.0,4.0,50.0,1.22,1.75,1.26,1.78,1.78,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.06,2.2,1.87,0.0,0.07,0.07,44.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,1.22,1.75,1.26,1.78,1.78,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.06,2.2,1.87,0.0,0.07,0.07,44.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-02,160.0,115.0,15.0,11.0,81.0,1.22,1.26,1.05,1.72,1.78,2.13,1.2,1.26,0.0,0.7,0.75,0.65,2.24,2.2,1.87,0.0,0.07,0.07,44.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-03,164.0,90.0,14.0,9.0,87.0,1.21,1.37,1.26,1.7,1.96,1.78,1.2,1.26,0.0,0.56,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,44.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-04,117.0,68.0,14.0,15.0,35.0,1.24,1.26,1.26,1.7,1.78,1.78,1.42,1.26,0.0,0.58,0.75,0.65,2.04,2.2,1.87,0.0,0.07,0.07,44.0,2022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-05,0.0,0.0,0.0,0.0,0.0,1.24,1.26,1.26,1.7,1.78,1.78,1.42,1.26,0.0,0.58,0.75,0.65,2.04,2.2,1.87,0.0,0.07,0.07,44.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-06,0.0,0.0,0.0,0.0,0.0,1.24,1.26,1.26,1.7,1.78,1.78,1.42,1.26,0.0,0.58,0.75,0.65,2.04,2.2,1.87,0.0,0.07,0.07,44.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-07,165.0,92.0,17.0,10.0,82.0,1.24,1.33,1.26,1.77,2.13,1.78,1.28,1.26,0.0,0.7,0.75,0.65,2.13,2.2,1.87,0.0,0.07,0.07,45.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-08,176.0,122.0,12.0,22.0,79.0,1.2,1.26,1.26,1.79,1.99,1.78,1.31,1.26,0.0,0.7,0.75,0.65,2.13,2.2,1.87,0.0,0.07,0.07,45.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-09,163.0,93.0,23.0,19.0,67.0,1.23,1.26,1.26,1.72,1.78,1.78,1.2,1.26,0.0,0.79,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,45.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-10,147.0,102.0,15.0,10.0,68.0,1.23,1.26,1.26,1.65,1.78,1.78,1.29,1.26,0.0,0.7,0.75,0.65,2.07,2.2,1.87,0.0,0.07,0.07,45.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-11,94.0,55.0,16.0,5.0,22.0,1.19,1.26,1.26,1.7,1.42,1.78,1.2,1.26,0.0,0.88,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,45.0,2022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-12,0.0,0.0,0.0,0.0,0.0,1.19,1.26,1.26,1.7,1.42,1.78,1.2,1.26,0.0,0.88,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,45.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-13,0.0,0.0,0.0,0.0,0.0,1.19,1.26,1.26,1.7,1.42,1.78,1.2,1.26,0.0,0.88,0.75,0.65,2.1,2.2,1.87,0.0,0.07,0.07,45.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-14,152.0,78.0,22.0,14.0,72.0,1.19,1.26,1.26,1.86,2.07,1.78,1.26,1.26,0.0,0.75,0.75,0.65,2.16,2.2,1.87,0.0,0.07,0.07,46.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-15,153.0,108.0,22.0,14.0,68.0,1.17,1.1,1.26,1.72,1.78,3.55,1.1,1.26,0.0,0.7,0.75,0.65,2.07,2.2,1.87,0.0,0.07,0.07,46.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-16,168.0,93.0,24.0,16.0,91.0,1.21,1.26,1.26,1.56,1.78,0.89,1.26,1.26,0.0,0.7,0.75,0.65,2.12,2.2,1.87,0.0,0.07,0.07,46.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-17,149.0,78.0,23.0,17.0,72.0,1.18,1.45,1.26,1.65,1.78,1.78,0.94,1.26,0.0,0.62,0.75,0.65,2.07,2.2,1.87,0.0,0.07,0.07,46.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-18,102.0,63.0,10.0,10.0,48.0,1.25,1.26,1.26,1.64,1.78,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.25,2.2,1.87,0.0,0.07,0.07,46.0,2022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-19,0.0,0.0,0.0,0.0,0.0,1.25,1.26,1.26,1.64,1.78,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.25,2.2,1.87,0.0,0.07,0.07,46.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-20,0.0,0.0,0.0,0.0,0.0,1.25,1.26,1.26,1.64,1.78,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.25,2.2,1.87,0.0,0.07,0.07,46.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-21,142.0,73.0,13.0,11.0,81.0,1.15,1.34,1.26,1.65,1.78,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.18,2.2,1.87,0.0,0.07,0.07,47.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-22,164.0,87.0,21.0,14.0,103.0,1.28,1.34,1.26,1.64,1.63,1.78,1.2,1.26,0.0,0.7,0.75,0.65,2.12,2.2,1.87,0.0,0.07,0.07,47.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-23,164.0,86.0,17.0,19.0,62.0,1.19,1.26,1.26,1.75,1.9,1.78,1.02,1.26,0.0,0.7,0.75,0.65,2.21,2.2,1.87,0.0,0.07,0.07,47.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-24,137.0,90.0,13.0,10.0,74.0,1.17,1.26,1.26,1.59,1.91,1.78,1.04,1.26,0.0,0.7,0.75,0.65,2.07,2.2,1.87,0.0,0.07,0.07,47.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-25,125.0,57.0,9.0,14.0,39.0,1.23,1.43,1.26,1.74,2.13,1.78,1.4,1.26,2.52,0.55,0.75,0.75,2.1,2.2,2.2,0.0,0.07,0.07,47.0,2022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-26,0.0,0.0,0.0,0.0,0.0,1.23,1.43,1.26,1.74,2.13,1.78,1.4,1.26,2.52,0.55,0.75,0.75,2.1,2.2,2.2,0.0,0.07,0.07,47.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-27,0.0,0.0,0.0,0.0,0.0,1.23,1.43,1.26,1.74,2.13,1.78,1.4,1.26,2.52,0.55,0.75,0.75,2.1,2.2,2.2,0.0,0.07,0.07,47.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-28,152.0,69.0,18.0,12.0,62.0,1.24,1.32,1.26,1.73,1.58,0.89,1.36,1.26,2.52,0.64,0.75,0.75,2.07,2.2,2.2,0.0,0.07,0.07,48.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-29,148.0,84.0,13.0,20.0,95.0,1.18,1.36,1.26,1.61,1.78,1.78,1.3,1.26,2.52,0.7,0.75,0.75,2.08,2.2,2.2,0.0,0.07,0.07,48.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-30,141.0,62.0,27.0,12.0,57.0,1.2,1.26,1.26,1.39,1.92,1.78,1.25,1.26,2.52,0.7,0.75,0.75,2.14,2.2,2.2,0.0,0.07,0.07,48.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-12-01,175.0,85.0,16.0,21.0,27.0,1.23,1.33,0.94,1.61,1.78,1.78,1.05,1.26,2.52,0.58,0.75,0.75,2.37,2.2,2.2,0.0,0.07,0.07,48.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02,105.0,45.0,17.0,13.0,14.0,1.21,1.26,1.26,1.52,2.07,2.66,1.36,1.26,2.52,0.47,0.75,0.75,1.95,2.2,2.2,0.0,0.07,0.07,48.0,2022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-03,0.0,0.0,0.0,0.0,0.0,1.21,1.26,1.26,1.52,2.07,2.66,1.36,1.26,2.52,0.47,0.75,0.75,1.95,2.2,2.2,0.0,0.07,0.07,48.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04,0.0,0.0,0.0,0.0,0.0,1.21,1.26,1.26,1.52,2.07,2.66,1.36,1.26,2.52,0.47,0.75,0.75,1.95,2.2,2.2,0.0,0.07,0.07,48.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05,147.0,75.0,16.0,11.0,22.0,1.21,1.26,1.26,1.7,1.99,1.78,1.2,1.26,2.52,0.5,0.75,0.75,1.92,0.0,2.2,0.0,0.07,0.07,49.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-06,163.0,91.0,21.0,9.0,36.0,1.24,1.26,1.26,1.72,1.57,2.96,1.14,1.26,2.52,0.57,0.75,0.75,2.17,0.0,2.2,0.0,0.07,0.07,49.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-07,159.0,88.0,16.0,12.0,20.0,1.2,1.26,0.94,1.7,1.78,1.78,1.38,1.26,2.52,0.7,0.75,0.75,2.1,4.39,2.2,0.0,0.07,0.07,49.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-08,126.0,71.0,10.0,6.0,27.0,1.25,1.26,1.26,1.76,1.31,1.78,1.2,1.26,2.52,0.52,0.75,0.75,2.36,4.39,2.2,0.0,0.07,0.07,49.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-09,116.0,63.0,14.0,15.0,18.0,1.19,1.12,1.26,1.74,2.22,1.78,1.2,1.26,2.52,0.7,0.75,0.75,2.1,2.2,2.2,0.0,0.07,0.07,49.0,2022.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-10,0.0,0.0,0.0,0.0,0.0,1.19,1.12,1.26,1.74,2.22,1.78,1.2,1.26,2.52,0.7,0.75,0.75,2.1,2.2,2.2,0.0,0.07,0.07,49.0,2022.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-11,0.0,0.0,0.0,0.0,0.0,1.19,1.12,1.26,1.74,2.22,1.78,1.2,1.26,2.52,0.7,0.75,0.75,2.1,2.2,2.2,0.0,0.07,0.07,49.0,2022.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,128.0,78.0,23.0,16.0,51.0,1.2,1.26,1.26,1.58,2.0,2.66,1.06,1.26,1.26,0.7,0.75,0.75,2.06,2.2,2.2,0.0,0.07,0.07,50.0,2022.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-13,134.0,99.0,18.0,27.0,45.0,1.18,1.26,1.26,1.74,2.03,1.78,1.08,1.26,1.26,0.67,0.75,0.75,2.15,2.2,2.2,0.0,0.07,0.07,50.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14,121.0,66.0,19.0,14.0,32.0,1.22,1.36,1.26,1.55,1.78,1.78,1.2,1.26,1.26,0.7,0.75,0.75,2.1,2.2,2.2,0.0,0.07,0.07,50.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-15,149.0,55.0,21.0,10.0,37.0,1.24,1.07,1.26,1.66,1.78,1.78,1.26,1.26,1.26,0.58,0.75,0.75,2.1,2.2,2.2,0.0,0.07,0.07,50.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
